name,material,grid,coverage,blocksplies,splitstack,key,increment,scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sparcap_center_top,,,,,,,,1,0,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sparcap_width,,,,,,,,1,0,0.9,0.95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,0.6,0.6,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sparcap_flarein,,,,,,,,123,0,3,5,7,8,15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,0,1.4,1,0.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te_ud_width,,,,,,,,123,0,3,10,10,32,42,73,100,110,116,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,0.01,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.15,0.1,1.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le_ud_width,,,,,,,,123,0,2,73,96,111,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,0.01,0.15,0.15,0.1,0.05,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te_ud_ps_dist,,,,,,,,123,0,3,9,15,19,21,22,23,25,28,30,35,40,45,50,68,74,80,86,102,110,116,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,0.01,0.4,0.3,0.1,0,0,0,0,-0.1,-0.1,-0.1,-0.1,-0.15,-0.1,-0.1,-0.1,-0.13,-0.12,-0.12,-0.12,-0.12,-0.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te_ud_ss_dist,,,,,,,,123,0,3,9,15,19,21,22,23,25,28,30,35,40,45,50,68,74,80,86,102,110,116,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,0.01,0.5,0.55,0.2,0.15,0.15,0.1,0,0,0,-0.1,-0.1,-0.15,-0.1,-0.1,-0.1,-0.14,-0.13,-0.13,-0.12,-0.12,-0.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te_biax_ss_dist,,,,,,,,123,0,1,6,12,16,19,22,23,28,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,0.01,0.3,0.3,0.25,0.1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te_biax_width,,,,,,,,123,0,1.5,32,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,0.01,0.42,0.42,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te_ud_edge,,,,,,,,1,0,0.5,0.96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,0.93,0.93,0.93,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le_paste_st,,,,,,,,1,0,0.15,0.2,0.3,0.4,0.6,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,0,-0.2,-0.1,-0.08,-0.09,-0.08,-0.06,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le_paste_end,,,,,,,,1,0,0.1,0.2,0.3,0.4,0.6,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,0,0.2,0.1,0.08,0.09,0.08,0.06,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te_paste_width,,,,,,,,1,0,0.3,0.35,0.5,0.66,0.71,0.8,0.95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,0,0.2,0.3,0.3,0.21,0.21,0.15,0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le_ud,11,blade,"[(""d_sl"",-0.2,0.2,0.01)]",plies,1,100,3,123,0,4,7,8,15.9,16,16.1,16.2,16.3,16.4,16.5,16.6,16.7,16.8,39.9,40,57.9,58,76.9,77,89,90,99.9,122,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,2000,-3,0.9,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell_biax_te_ss,12,blade,"[(""d_w0"",-10,-0.5,0),(""d_te"",core_ss_start,10,0),(""zone_ss"",.5,2,0)]",plies,0.5,150,3,123,24.3,24.5,32,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0.5,4000,-3,0.577,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flatback_core,17,blade,"[(""d_te"",0,0.001,0)]",blocks,1,400,3,123,0,1.4,1.5,3.5,4,8.4,8.5,20,20.1,32,32.1,38,38.1,42,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50,,,,1,0,0,15.875,15.875,25.4,25.4,31.7,31.7,25.4,25.4,15.875,15.875,6.35,6.35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le_paste,20,blade,"[(""d_sla"",le_paste_st,le_paste_end,0.01)]",plies,1,50,3,123,15,15.1,45,50.1,80,85,122.9,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,12,0,1,1,0.75,0.75,0.5,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_ud_b,11,blade,"[(""d_w0"",-0.72,0,0),(""zone_ss"",.5,2,0)]",plies,1,3000,1,123,0,17,18,21,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,,,0.9,0,0,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tipspar_ud,26,blade,"[(""d_w3"",0,sparcap_width,0)]",plies,1,300,3,123,100,102,104,105,107,114,118,121,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.84,0,5,12,16,20,20,12,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_ud_ss,10,blade,"[(""d_w0"",-0.6,0,0),(""zone_ss"",.5,2,0)]",plies,1,200,1,123,0.01,4,4.5,5,5.5,6,6.5,7.5,8,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5,15,15.5,18,18.5,20,20.5,36,36.5,58,58.5,65,65.5,75.5,76,81,81.5,83,83.5,89,89.5,93,93.5,97,97.5,98.5,99,101.5,102,102.5,103,107.5,108,108.5,109,111.5,112
,,,,,,,,0.485,0,0,10,10,20,20,30,30,40,40,50,50,60,60,70,70,80,80,90,90,100,100,110,110,120,120,130,130,140,140,130,130,120,120,110,110,100,100,90,90,80,80,70,70,60,60,50,50,40,40,30,30,20,20,10,10,0
cap_ud_ss_viel,27,blade,"[(""d_w0"",-0.6,0,0),(""zone_ss"",.5,2,0)]",plies,1,210,10,123,0.01,4,4.5,5,5.5,6,6.5,7.5,8,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5,15,15.5,18,18.5,20,20.5,36,36.5,58,58.5,65,65.5,75.5,76,81,81.5,83,83.5,89,89.5,93,93.5,97,97.5,98.5,99,101.5,102,102.5,103,107.5,108,108.5,109,111.5,112
,,,,,,,,0.25,0,0,0,0,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,12,12,11,11,10,10,9,9,8,8,7,7,6,6,5,5,4,4,3,3,2,2,1,1,0,0,0
cap_ud_ps,10,blade,"[(""d_w0"",-0.6,0,0),(""zone_ps"",.5,2,0)]",plies,1,200,1,123,0.01,4,4.5,6,6.5,9,9.5,11.5,12,13,13.5,15,15.5,17,17.5,20,20.5,23,23.5,30,30.5,31,31.5,35,35.5,59,59.5,69,69.5,76,76.5,84,84.5,86,86.5,90,90.5,96,96.5,100,100.5,101,101.5,104,104.5,105,105.5,111.5,112,,,,,,,,
,,,,,,,,0.485,0,0,10,10,20,20,30,30,40,40,50,50,60,60,70,70,80,80,90,90,100,100,110,110,120,120,110,110,100,100,90,90,80,80,70,70,60,60,50,50,40,40,30,30,20,20,10,10,0,,,,,,,,
cap_ud_ps_viel,27,blade,"[(""d_w0"",-0.6,0,0),(""zone_ps"",.5,2,0)]",plies,1,210,10,123,0.01,4,4.5,6,6.5,9,9.5,11.5,12,13,13.5,15,15.5,17,17.5,20,20.5,23,23.5,30,30.5,31,31.5,35,35.5,59,59.5,69,69.5,76,76.5,84,84.5,86,86.5,90,90.5,96,96.5,100,100.5,101,101.5,104,104.5,105,105.5,111.5,112,,,,,,,,
,,,,,,,,0.25,0,0,0,0,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,10,10,9,9,8,8,7,7,6,6,5,5,4,4,3,3,2,2,1,1,0,0,0,,,,,,,,
te_cap_ud_te,11,blade,"[(""d_w4"",-0.1,0,0)]",plies,1,100,1,123,0,4,15,15.1,24,24.1,32,32.1,50,50.1,60,60.1,75,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.876,0,0,0,6,6,6,6,6,6,8,8,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te_cap_ud_le,11,blade,"[(""d_w4"",0,0.1,0)]",plies,1,100,1,123,0,4,15,15.1,24,24.1,32,32.1,50,50.1,60,60.1,75,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.876,0,0,0,6,6,6,6,6,6,8,8,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flarein_ps,26,blade,"[(""d_w0"",-3,sparcap_flarein,0),(""d_w3"",-sparcap_flarein,3,0),(""zone_ps"",.5,2,0)]",plies,0.5,200,3,123,0,1.5,1.6,3.5,5,5.5,5.6,3.5,4,4.5,,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5,15,15.5,16,16.5,17,17.5,18,18.5,19,19.5,20,,,,,,,,,,,,,,,,
,,,,,0.5,3000,-3,0.85,0,0,4,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
flarein_ss,26,blade,"[(""d_w0"",-3,sparcap_flarein,0),(""d_w3"",-sparcap_flarein,3,0),(""zone_ss"",.5,2,0)]",plies,0.5,200,3,123,0,1.5,1.6,3.5,5,5.5,5.6,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5,15,15.5,16,16.5,17,17.5,18,18.5,19,19.5,20,,,,,,,,,,,,,,,,
,,,,,0.5,3000,-3,0.85,0,0,4,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Flatback_Biax,15,blade,"[(""d_te_ud_ss"",te_biax_ss_dist,te_biax_ss_dist+te_biax_width,0.01)]",plies,1,200,3,123,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,37,39,40,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,20000,-3,0.876,0,0,2,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,4,0,,,,,,,,,,,,,,,,,,,,,,,,
te_ud_ss,11,blade,"[(""d_te_ud_ss"",0.1+te_ud_ss_dist,0.1+te_ud_width+te_ud_ss_dist,0.01)]",plies,1,200,3,123,0,1,2,3,5,23,25,26,30,37,40,49,54,58,60,62,121,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,20000,-3,0.9,0,0,2,6,10,40,42,44,50,50,54,54,56,56,53,50,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te_ud_ps,11,blade,"[(""d_te_ud_ps"",0.1+te_ud_ps_dist,0.1+te_ud_width+te_ud_ps_dist,0.01)]",plies,1,200,3,123,0,1,2,3,5,23,25,26,30,37,40,49,54,58,60,62,121,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,20000,-3,0.9,0,0,2,6,10,40,42,44,50,50,54,54,56,56,53,50,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te_biax_ss,12,blade,"[(""d_te_ud_ss"",0.2+te_ud_ss_dist,0.2+te_ud_width+te_ud_ss_dist,0.01)]",plies,0.5,175,1,123,0,30,35,42,50,54,60,75,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0.5,3000,-1,0.577,0,0,5,10,12,12,10,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te_biax_ps,12,blade,"[(""d_te_ud_ps"",0.2+te_ud_ps_dist,0.2+te_ud_width+te_ud_ps_dist,0.01)]",plies,0.5,175,1,123,0,30,35,42,50,54,60,75,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0.5,3000,-1,0.577,0,0,5,10,12,12,10,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root_triax,13,blade,"[(""d_te_r"",0,1,0)]",plies,1,250,3,123,0,0.45,0.5,1,1.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.818,30,30,29,15,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root_insert,30,blade,"[(""d_te_r"",0,1,0)]",plies,1,350,3,123,0,0.45,0.5,1,1.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.454,144,144,134,25,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell_biax,12,blade,"[(""d_te_r"",0,1.1,0)]",plies,0.5,40,1,1,0,0.7,0.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0.5,5000,-1,0.577,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te_core_ps,"[(17,.0),(17,.1),(25,.1),(25,.5),(23,.5),(23,1.)]",blade,"[(""d_w0"",-10,-0.6,0),(""d_te"",core_ps_start,10,0),(""zone_ps"",.5,2,0)]",blocks,1,300,3,123,0,1,2,2.05,4,4.1,6,6.1,9,9.1,15,15.1,20,20.1,22,22.1,50,50.1,58,58.1,62,62.1,65,65.1,75,75.1,90,90.1,91,91.1,98,98.1,122.9,123,,,,,,,,,,,,,,,,,,,,,,,
,,,,50,,,,1,0,0,0,19.05,19.05,25.4,25.4,30,30,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,20,20,15,15,10,10,0,,,,,,,,,,,,,,,,,,,,,,,
te_core_ps_mid               ,"[(17,.0),(17,.1),(25,.1),(25,.5),(23,.5),(23,1.)]",blade,"[(""d_w0"",-10,-0.6,0),(""d_w4"",0.1,3.3,0),(""zone_ps"",.5,2,0)]",blocks,1,300,3,123,0,1,2,2.05,4,4.1,6,6.1,9,9.1,15,15.1,20,20.1,22,22.1,50,50.1,58,58.1,62,62.1,65,65.1,75,75.1,90,90.1,91,91.1,98,98.1,122.9,123,,,,,,,,,,,,,,,,,,,,,,,
,,,,50,,,,1,0,0,0,0,0,0,0,0,0,0,0,40,40,45,45,50,50,45,45,40,40,35,35,30,30,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
te_core_ps_te                   ,"[(17,.0),(17,.1),(25,.1),(25,.5),(23,.5),(23,1.)]",blade,"[(""d_w4"",-3,-0.05,0),(""d_te"",core_ps_start,10,0),(""zone_ps"",.5,2,0)]",blocks,1,300,3,123,0,1,2,2.05,4,4.1,6,6.1,9,9.1,15,15.1,20,20.1,22,22.1,50,50.1,58,58.1,62,62.1,65,65.1,75,75.1,90,90.1,91,91.1,98,98.1,122.9,123,,,,,,,,,,,,,,,,,,,,,,,
,,,,50,,,,1,0,0,0,0,0,0,0,0,0,0,0,45,45,45,45,50,50,45,45,40,40,35,35,30,30,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
te_core_ss                          ,"[(17,.0),(17,.4),(25,.4),(25,0.5),(25,0.5),(25,0.7),(23,0.7),(23,1.)]",blade,"[(""d_w0"",-10,-0.6,0),(""d_te"",core_ss_start,10,0),(""zone_ss"",.5,2,0)]",blocks,1,300,3,123,0,1,2,2.05,3.1,3.2,5.4,5.5,9.9,10,13.9,14,15,15.1,21.9,22,30,30.1,40,40.1,60,60.1,70.1,75,75.1,76,76.1,88,88.1,95,95.1,99,99.1,104,104.1,110,110.1,122.9,123,,,,,,,,,,,,,,,,,,
,,,,50,,,,1,0,0,0,19.05,19.05,31.75,31.75,38.1,38.1,44.5,44.5,50.8,50.8,0,0,0,0,0,0,0,0,0,0,0,50,50,40,40,30,30,25,25,20,20,15,15,10,10,0,,,,,,,,,,,,,,,,,,
te_core_ss_mid                          ,"[(17,.0),(17,.4),(25,.4),(25,0.5),(25,0.5),(25,0.7),(23,0.7),(23,1.)]",blade,"[(""d_w0"",-10,-0.6,0),(""d_w4"",0.1,3.3,0),(""zone_ss"",.5,2,0)]",blocks,1,300,3,123,0,1,2,2.05,3.1,3.2,5.4,5.5,9.9,10,13.9,14,15,15.1,21.9,22,30,30.1,40,40.1,60,60.1,70.1,75,75.1,76,76.1,88,88.1,95,95.1,99,99.1,104,104.1,110,110.1,122.9,123,,,,,,,,,,,,,,,,,,
,,,,50,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50.8,50.8,50.8,50.8,60,60,55,55,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
te_core_ss_te                          ,"[(17,.0),(17,.4),(25,.4),(25,0.5),(25,0.5),(25,0.7),(23,0.7),(23,1.)]",blade,"[(""d_w4"",-3,-0.05,0),(""d_te"",core_ss_start,10,0),(""zone_ss"",.5,2,0)]",blocks,1,300,3,123,0,1,2,2.05,3.1,3.2,5.4,5.5,9.9,10,13.9,14,15,15.1,21.9,22,30,30.1,40,40.1,60,60.1,70.1,75,75.1,76,76.1,88,88.1,95,95.1,99,99.1,104,104.1,110,110.1,122.9,123,,,,,,,,,,,,,,,,,,
,,,,50,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50.8,50.8,50.8,50.8,60,60,55,55,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
le_core_ps                            ,"[(17,.0),(17,.05),(25,.051),(25,.3),(23,.31),(23,1.)]",blade,"[(""d_w0"",sparcap_width-0.6,10,0),(""d_le"",core_le_start,10,0),(""zone_ps"",.5,2,0)]",blocks,1,300,3,123,0,1,2,2.05,6,6.1,30,30.1,67,67.1,85,85.1,122.9,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50,,,,1,0,0,0,19.05,19.05,20,20,20,20,15,15,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le_core_ss                   ,"[(17,.0),(17,.05),(25,.051),(25,.3),(23,.31),(23,1.)]",blade,"[(""d_w0"",sparcap_width-0.6,10,0),(""d_le"",core_le_start,10,0),(""zone_ss"",.5,2,0)]",blocks,1,300,3,101,0,1,2,2.05,4,4.1,6,6.1,14,14.1,30,30.1,46,46.1,63,63.1,70,70.1,122.9,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50,,,,1,0,0,0,19.05,19.05,25.4,25.4,40,40,35,35,25,25,20,20,15,15,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transition_triax,15,blade,"[(""d_te_r"",0,1,0)]",plies,0.5,150,3,101,0,0.9,2.2,2.8,12,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0.5,4000,-3,0.876,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w1_biax,121,w1,"[(""d_w1_r"",0,1,0)]",plies,0.5,0,3,123,0,2,2.05,15,16,22,23,38,39,83,83.1,102,102.1,122,122.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0.5,1000,-3,0.577,0,0,8,8,4,4,6,6,8,8,6,6,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w1_core,21,w1,"[(""d_w1_r"",0,1,0)]",blocks,1,500,3,123,0,2,2.05,10,11,45,46,67,68,80,81,87,88,89,90,94,95,121,121.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,100,,,,1,0,0,55,55,55,55,35,35,30,30,25,25,20,20,15,15,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w2_biax,121,w2,"[(""d_w2_r"",0,1,0)]",plies,0.5,0,3,123,0,2,2.05,15,16,27,28,68,69,112,113,114,115,122,122.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0.5,1000,-3,0.577,0,0,8,8,4,4,6,6,8,8,6,6,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w2_core,21,w2,"[(""d_w2_r"",0,1,0)]",blocks,1,500,3,123,0,2,2.05,10,11,45,46,67,68,80,81,87,88,89,90,94,95,121,121.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,100,,,,1,0,0,55,55,55,55,35,35,30,30,25,25,20,20,15,15,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w4_biax,121,w4,"[(""d_w4_r"",0,1,0)]",plies,0.5,0,3,123,0,4,15,15.1,24,24.1,32,32.1,75,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0.5,1000,-3,0.577,0,0,0,6,6,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w4_core,21,w4,"[(""d_w4_r"",0,1,0)]",blocks,1,500,3,123,0,4,15,15.1,24,24.1,32,32.1,75,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,100,,,,1,0,0,0,30,30,25,25,20,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell_Torsion,12,blade,"[(""d_te_r"",0,1.1,0)]",plies,1,40,3,123,0,60,60.1,66,66.1,73,73.1,79,79.1,85,85.1,89,100.1,103,103.1,108,108.1,112,112.1,117,117.1,122,122.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,5000,-3,0.577,0,0,1,1,2,2,3,3,4,4,4,4,4,4,4,4,3,3,2,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
